Contributor_login;repository_name;average_issues_comments_length;average_time_to_close_issues;issues_closed;issues_opened;issues_participated;issues_closed_per_day;average_comments_per_issue;early_additions;early_deletions;late_additions;late_deletions;change_bursts;biggest_burst_length;inactive_period_within_active_period;tot_additions;tot_deletions;activity_period_in_days;total_file_additions;total_file_deletions;total_file_modifications;total_file_changes;commits_authored;total_lines_of_code_changed;violations_added;violations_eliminated
dm77;square/retrofit;NA;NA;0;1;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;2;0;0
dlam;square/retrofit;70.0;NA;0;1;1;0.0;1.0;7;6;0;0;0;1;0.0;7;12;1;0;0;3;3;1;13;0;0
EddieRingle;square/retrofit;309.5;NA;0;1;1;0.0;2.0;3;2;0;0;0;1;0.0;3;4;1;0;0;2;2;1;5;0;0
felipecsl;square/retrofit;318.380952381;NA;0;2;13;0.0;1.61538461538;0;0;0;0;0;0;100;0;0;0;0;0;4;4;1;549;43;12
MGaetan89;square/retrofit;146.0;NA;0;2;1;0.0;2.0;1;5;0;0;0;1;0.0;1;10;1;0;0;1;1;1;6;7;8
glureau;square/retrofit;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;2;0;0
desseim;square/retrofit;108.0;NA;0;2;1;0.0;2.0;6;0;0;0;0;1;0.0;6;0;1;0;0;1;1;1;6;0;0
hekar;square/retrofit;384.666666667;NA;0;1;1;0.0;3.0;8;17;0;0;0;1;0.0;8;34;1;0;0;6;6;1;25;1;5
1zaman;square/retrofit;822.0;NA;0;2;2;0.0;1.5;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;53;0;3
jdreesen;square/retrofit;181.2;0.376388888889;1;3;11;0.000383288616328;1.36363636364;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;5;0;1
oakesja;square/retrofit;NA;NA;0;1;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
jpotts18;square/retrofit;3.0;NA;0;2;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
jschmid;square/retrofit;NA;NA;0;1;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
shekibobo;square/retrofit;422.0;NA;0;1;1;0.0;1.0;5;5;0;0;0;1;0.0;5;10;1;0;0;1;1;1;10;1;1
jjshanks;square/retrofit;NA;NA;0;2;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
joaopedronardari;square/retrofit;NA;NA;0;1;0;0.0;NA;2;2;0;0;0;1;0.0;2;4;1;0;0;1;1;1;0;0;0
BugsBunnyBR;square/retrofit;146.846153846;NA;0;4;4;0.0;3.25;23;1;0;0;0;1;0.0;23;2;1;0;0;1;1;1;0;0;0
kacperduras;square/retrofit;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
lucastsantos;square/retrofit;NA;NA;0;1;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;2;0;0
okmanideep;square/retrofit;118.0;NA;0;2;1;0.0;1.0;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
marcin-kozinski;square/retrofit;1787.0;NA;0;1;1;0.0;1.0;8;0;0;0;0;1;0.0;8;0;1;0;0;1;1;1;0;0;0
dashorst;square/retrofit;95.0;NA;0;1;1;0.0;2.0;2;2;0;0;0;1;0.0;2;4;1;0;0;1;1;1;4;0;0
inktomi;square/retrofit;51.0;NA;0;1;1;0.0;1.0;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;2;0;0
campnic;square/retrofit;235.166666667;NA;0;1;4;0.0;1.5;53;7;0;0;0;1;0.0;53;14;1;0;0;2;2;1;60;16;7
niqo01;square/retrofit;428.25;3.57333333333;2;10;6;0.000766577232656;1.33333333333;20;18;0;0;0;1;0.0;20;36;1;0;0;5;5;1;25;0;0
pa314159;square/retrofit;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;1;0;1;2;1;146;28;3
phajduk;square/retrofit;372.0;NA;0;1;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;98;24;0
RobertoArtiles;square/retrofit;40.3333333333;NA;0;1;2;0.0;1.5;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;2;0;0
roman-mazur;square/retrofit;188.0;NA;0;1;5;0.0;1.6;35;0;0;0;0;1;0.0;35;0;1;0;0;2;2;1;35;14;4
rzimmer;square/retrofit;286.0;NA;0;2;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;1;0;3;4;1;115;35;11
Shredder121;square/retrofit;NA;NA;0;1;0;0.0;NA;3;1;0;0;0;1;0.0;3;2;1;0;0;1;1;1;0;0;0
sparty02;square/retrofit;145.0;NA;0;1;1;0.0;1.0;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
vml-rmott;square/retrofit;33.0;NA;0;1;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;7;7;7
sberan;square/retrofit;184.538461538;NA;0;1;1;0.0;13.0;114;5;0;0;0;1;0.0;114;10;1;2;0;1;3;1;119;26;1
SeanPONeil;square/retrofit;192.222222222;0.784861111111;2;5;6;0.000766577232656;1.5;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
Sharabaddin;square/retrofit;NA;NA;0;1;0;0.0;NA;3;0;0;0;0;1;0.0;3;0;1;0;0;1;1;1;0;0;0
tomrozb;square/retrofit;NA;NA;0;1;0;0.0;NA;3;3;0;0;0;1;0.0;3;6;1;0;0;1;1;1;6;0;0
tonycosentini;square/retrofit;128.666666667;NA;0;1;1;0.0;3.0;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;21;2;0
autonomousapps;square/retrofit;399.75;4.50416666667;1;3;4;0.000383288616328;2.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;28;0;0
venilnoronha;square/retrofit;57.2;14.1163888889;1;2;3;0.000383288616328;1.66666666667;0;0;0;0;0;0;100;0;0;0;1;0;6;7;1;223;40;8
vinc3m1;square/retrofit;17.0;NA;0;2;1;0.0;1.0;2;2;0;0;0;1;0.0;2;4;1;0;0;1;1;1;0;0;0
vpratfr;square/retrofit;200.0;NA;0;1;1;0.0;1.0;3;3;0;0;0;1;0.0;3;6;1;0;0;1;1;1;0;0;0
ypresto;square/retrofit;225.333333333;NA;0;2;3;0.0;1.0;156;0;0;0;0;1;0.0;156;0;1;1;0;4;5;1;156;38;15
hzsweers;square/retrofit;160.083333333;23.3113888889;1;3;5;0.000383288616328;2.4;0;0;0;0;0;0;100;0;0;0;2;0;2;4;1;174;30;0
alexxv;square/retrofit;347.0;NA;0;3;1;0.0;1.0;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
devshorts;square/retrofit;168.666666667;NA;0;1;1;0.0;3.0;0;0;0;0;0;0;100;0;0;0;1;0;2;3;1;175;30;0
mirsfang;square/retrofit;NA;NA;0;1;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;2;0;0
fhur;square/retrofit;NA;NA;0;1;0;0.0;NA;4;4;0;0;0;1;0.0;4;8;1;0;0;1;1;1;8;0;0
joaham;square/retrofit;NA;NA;0;1;0;0.0;NA;1;0;0;0;0;1;0.0;1;0;1;0;0;1;1;1;1;0;0
setheclark;square/retrofit;NA;NA;0;1;0;0.0;NA;2;2;0;0;0;1;0.0;2;4;1;0;0;1;1;1;4;0;0
cpovirk;google/guava;352.140625;10.0091105304;287;84;326;0.253533568905;1.96319018405;250;66;3883;3447;53;211;0.68701594533;934376;869086;2195;447;134;7893;8496;1257;253532;24270;11542
kluever;google/guava;209.119521912;7.95158201058;105;3;165;0.0927561837456;1.52121212121;1330;240;1;1;17;5;0.940476190476;42904;55198;1092;154;92;2717;2970;503;100970;9334;5573
cgdecker;google/guava;276.546218487;10.0811894587;78;5;90;0.0689045936396;1.32222222222;1591;1424;11;9;30;9;0.93272635306;74440;69620;1977;159;26;2225;2419;448;73081;7909;3323
lowasser;google/guava;350.94214876;7.16494949495;55;2;226;0.0485865724382;1.60619469027;247;52;78;104;2;1;0.976804123711;79063;5678;388;116;32;981;1129;264;57767;12087;1415
Bezier89;google/guava;697.5;0.0733333333333;1;0;2;0.000883392226148;4.0;0;0;0;0;0;0;100;0;0;0;57;46;1005;1156;220;39430;3580;2445
cgruber;google/guava;333.5;NA;0;1;4;0.0;1.0;64;31;8;8;10;3;0.94944512947;13566;18336;811;17;2;583;604;167;22377;2399;1536
kevinb9n;google/guava;765.527972028;4.60025438596;95;0;205;0.0839222614841;1.39512195122;842;4;321;229;0;1;0.0;1163;466;2;18;0;666;684;88;29320;2123;89
lukesandberg;google/guava;638.2;3.03111111111;6;0;12;0.00530035335689;2.5;0;0;0;0;0;0;100;0;0;0;13;4;163;180;74;11393;1913;361
gk5885;google/guava;114.0;NA;0;0;1;0.0;2.0;1691;483;435;284;2;1;0.957894736842;3995;1898;95;18;1;487;507;41;6136;602;91
jrtom;google/guava;554.177570093;11.7212777778;15;1;39;0.0132508833922;2.74358974359;0;0;0;0;0;0;100;0;0;0;34;4;283;323;39;11783;1651;697
nymanjens;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;10;3;128;143;36;5300;938;115
ronshapiro;google/guava;188.666666667;10.0663955026;42;3;29;0.0371024734982;1.24137931034;1;1;8;8;0;1;0.984326018809;1641;206;319;6;1;135;142;27;2687;389;76
dimo414;google/guava;448.043478261;6.96509259259;3;13;17;0.00265017667845;1.35294117647;0;0;0;0;0;0;100;0;0;0;0;0;60;60;23;1155;250;12
cushon;google/guava;134.0;NA;0;2;1;0.0;2.0;0;0;0;0;0;0;100;0;0;0;1;1;49;51;22;227;31;5
eamonnmcmanus;google/guava;445.866666667;NA;0;1;17;0.0;1.76470588235;0;0;0;0;0;0;100;0;0;0;0;0;20;20;15;476;47;19
PeteGillin;google/guava;171.5;NA;0;0;2;0.0;2.0;0;0;0;0;0;0;100;0;0;0;16;0;22;38;14;6995;1478;22
netdpb;google/guava;94.6666666667;22.7416666667;2;1;3;0.0017667844523;1.0;0;0;0;0;0;0;100;0;0;0;2;0;65;67;12;1033;73;3
dorireuv;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;12;12;11;52;0;0
kstanger;google/guava;315.8;NA;0;0;2;0.0;2.5;0;0;0;0;0;0;100;0;0;0;0;0;86;86;11;488;186;84
jbduncan;google/guava;386.15920398;5.99768518519;3;22;93;0.00265017667845;2.16129032258;0;0;0;0;0;0;100;0;0;0;0;0;81;81;9;763;8;3
yorickhenning;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;22;26;7;1110;350;76
sumitbhagwani;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;7;7;6;52;2;26
gkdn;google/guava;93.5;NA;0;0;1;0.0;2.0;0;0;0;0;0;0;100;0;0;0;0;5;12;17;6;513;21;68
15characterlimi;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;8;8;6;249;24;0
chengniansun;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;10;10;5;42;2;0
nglorioso;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;10;10;5;93;13;0
haxorz;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;19;19;5;3042;42;48
marceljuenemann;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;2;20;22;5;2461;204;244
nordligulv;google/guava;55.0;NA;0;4;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;3;3;40;46;5;1414;252;5
Vladlis;google/guava;507.0;4.72277777778;2;6;2;0.0017667844523;1.0;0;0;0;0;0;0;100;0;0;0;0;0;12;12;4;30;0;0
craigdberry;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;7;7;4;2;0;0
eaftan;google/guava;273.0;NA;0;0;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;11;11;4;38;0;0
erikvanderpoel;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;4;0;0;0
sameb;google/guava;88.0;8.21027777778;1;1;1;0.000883392226148;1.0;0;0;0;0;0;0;100;0;0;0;0;0;8;8;4;73;19;0
shicks;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;14;14;4;394;41;18
acr31;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;30;30;3;224;6;0
michajlo;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;7;7;3;65;23;0
markusicu;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;6;6;3;312;20;0
nfelt;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;6;6;3;53;0;1
pmarks-net;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;4;4;3;44;4;0
sshrdp;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;11;11;3;47;0;0
yiuyuho;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;8;8;3;70;0;0
Xaerxess;google/guava;109.375;NA;0;6;6;0.0;1.33333333333;0;0;0;0;0;0;100;0;0;0;0;0;4;4;3;12;0;0
albertogoffi;google/guava;13.0;NA;0;3;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;2;2;2;5;0;0
joschi;google/guava;41.0;NA;0;2;2;0.0;1.0;0;0;0;0;0;0;100;0;0;0;1;0;2;3;2;0;0;0
sebkur;google/guava;NA;NA;0;3;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;24;24;2;64;0;0
jgiles;google/guava;82.0;NA;0;0;2;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;11;11;2;392;80;10
honkentuber;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;6;6;2;95;30;0
arend-von-reinersdorff;google/guava;128.0;NA;0;2;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
bhdrkn;google/guava;178.0;NA;0;1;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;9;2;0
ben-manes;google/guava;629.255172414;15.6877777778;1;11;71;0.000883392226148;2.04225352113;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;95;2;0
bdworth;google/guava;66.8888888889;1.58194444444;1;3;2;0.000883392226148;4.5;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;32;12;0
codylerum;google/guava;13.0;NA;0;1;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
niloc132;google/guava;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;6;6;1;14;0;0
davidsheldon;google/guava;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;2;0;0
ddebree;google/guava;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;3;0;1;4;1;136;14;0
FRedEnergy;google/guava;13.0;NA;0;1;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;2;0;0
dlazerka;google/guava;13.0;NA;0;1;1;0.0;2.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;16;3;0
leksak;google/guava;80.0;NA;0;2;2;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;2;0;0
freddyboucher;google/guava;NA;0.0147222222222;1;2;0;0.000883392226148;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
igorKryvenko;google/guava;26.0;0.11125;2;3;1;0.0017667844523;1.0;0;0;0;0;0;0;100;0;0;0;0;0;8;8;1;126;0;0
jct-amzn;google/guava;153.5;NA;0;2;1;0.0;6.0;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;95;14;0
kannanekanath;google/guava;266.0;NA;0;2;2;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;40;10;0
kartoffelsup;google/guava;89.8;0.539444444444;1;2;3;0.000883392226148;1.66666666667;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;35;10;0
maiph;google/guava;583.0;NA;0;1;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;4;4;1;134;0;2
manonthemat;google/guava;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
TheRealHaui;google/guava;52.0;NA;0;1;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;5;5;1;43;6;0
mkordas;google/guava;85.0;1.68388888889;1;1;1;0.000883392226148;2.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;2;0;0
mbarbero;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
MohandAndel;google/guava;279.0;NA;0;1;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;6;0;0
Moriadry;google/guava;NA;18.1711111111;2;3;0;0.0017667844523;NA;0;0;0;0;0;0;100;0;0;0;0;0;14;14;1;28;0;0
eljobe;google/guava;1077.75;NA;0;2;1;0.0;4.0;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;0;0;0
findepi;google/guava;523.666666667;22.8652777778;1;3;3;0.000883392226148;1.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;2;0;0
jodastephen;google/guava;1027.6;NA;0;1;3;0.0;1.66666666667;0;0;0;0;0;0;100;0;0;0;0;0;4;4;1;0;0;0
smurphy333;google/guava;13.0;NA;0;1;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
hand515;google/guava;13.0;NA;0;1;1;0.0;2.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;4;0;0
harningt;google/guava;NA;NA;0;2;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;2;0;0
TimvdLippe;google/guava;NA;NA;0;2;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
vijaykcm;google/guava;90.0;NA;0;1;1;0.0;2.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;3;0;1
acdvorak;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;2;0;0
awturner;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;3;3;1;20;0;0
brad4d;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;26;26;1;174;0;12
clawr;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;4;4;1;22;6;0
codewiz;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;11;2;0
disc99;google/guava;13.0;NA;0;1;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;10;0;0
dankurka;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;5;0;0
hagbard;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;1;1;2;1;0;0;0
dborowitz;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;4;0;0
dfarrow0;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;6;0;0
dkagedal;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;20;2;0
ratteler50;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;5;5;1;378;67;3
eatnumber1;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;3;3;1;17;0;0
elharo;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;4;0;1
fdesu;google/guava;521.625;NA;0;1;6;0.0;2.66666666667;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;36;10;0
iflan;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;12;0;0
goderbauer;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;7;1;0
guyben13;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;5;5;1;166;49;2
captain5050;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;4;4;1;11;0;0
jameslyon;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;4;0;0
jart;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
jianglai;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;0;0;0
wiarlawd;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;6;0;0
lesiak;google/guava;12.0;NA;0;1;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;3;3;1;116;0;0
mardibiase;google/guava;422.0;NA;0;1;2;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;5;5;1;27;6;0
misterbeegee;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;2;0;0
mmoffitt;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;2;0;0
Dominator008;google/guava;114.0;4.74111111111;2;3;2;0.0017667844523;1.0;0;0;0;0;0;0;100;0;0;0;1;1;10;12;1;493;2;108
mritche;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;4;0;0
carl-mastrangelo;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;8;0;0
nrook-google;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;4;0;1
0emily0;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;0;0;0
vaskevich;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;72;0;0
paulduffin;google/guava;NA;0.0202777777778;1;2;0;0.000883392226148;NA;0;0;0;0;0;0;100;0;0;0;2;0;2;4;1;65;7;0
perceptron8;google/guava;364.901960784;NA;0;10;25;0.0;2.04;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;68;1;3
lindner;google/guava;186.0;NA;0;0;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;2;0;0
plumpy;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;2;0;0
ptabor;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;5;5;1;53;8;2
RajivPrab-Google;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;4;0;0
ryankennedy;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;19;1;1
ringw;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;18;18;1;235;104;2
rjamet;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;7;2;0
rossjudson;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;6;0;0
seabass-google;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
sorensenjs;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;6;0;0
zhangsu;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;4;0;0
tomball;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;2;0;0
thekeenant;google/guava;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;11;11;1;56;0;0
turbanoff;google/guava;NA;NA;0;2;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;0;0;0
vijaykakadiya;google/guava;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
wodomierz;google/guava;221.0;NA;0;2;1;0.0;2.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;21;0;0
xale;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;4;0;0
zhouyanggao;google/guava;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;0;0;6;6;1;12;0;0
JakeWharton;ReactiveX/RxAndroid;290.85483871;7.30739219114;286;62;219;0.239130434783;1.69863013699;632;94;11;15;13;7;0.938661710037;8205;23048;1076;55;118;352;585;183;19784;2127;1674
mttkay;ReactiveX/RxAndroid;443.376237624;10.7694236111;40;14;85;0.0334448160535;2.37647058824;123;4;996;598;7;5;0.93501048218;7849;5476;477;116;26;148;325;69;8342;1453;226
benjchristensen;ReactiveX/RxAndroid;414.0625;10.8726587302;7;6;11;0.00585284280936;2.90909090909;4;4;73;10;3;5;0.964444444444;2146;986;675;22;0;72;94;34;1837;126;24
dlew;ReactiveX/RxAndroid;300.438596491;8.41027777778;9;20;68;0.00752508361204;1.67647058824;6;23;1;1;4;4;0.973534971645;1643;486;529;16;2;38;56;28;1373;232;16
omo;ReactiveX/RxAndroid;190.794117647;12.195625;4;14;16;0.00334448160535;2.125;6;6;399;360;1;2;0.761904761905;616;990;21;5;0;82;142;13;1663;775;70
ronshapiro;ReactiveX/RxAndroid;339.135135135;0.848333333333;1;6;20;0.000836120401338;1.85;264;6;64;100;2;1;0.935064935065;1333;476;77;18;0;76;96;9;1567;163;11
vanniktech;ReactiveX/RxAndroid;150.8;NA;0;9;6;0.0;1.66666666667;8;8;2;2;0;1;0.981981981982;33;64;444;0;0;18;18;9;7;0;0
dpsm;ReactiveX/RxAndroid;278.277777778;NA;0;3;24;0.0;1.5;11;19;142;11;2;2;0.965517241379;327;144;174;2;0;11;15;8;399;37;3
kboyarshinov;ReactiveX/RxAndroid;497.571428571;NA;0;1;8;0.0;1.75;300;4;405;217;1;2;0.636363636364;980;494;11;8;0;15;32;7;1220;226;2
Yarikx;ReactiveX/RxAndroid;454.0;NA;0;4;5;0.0;1.6;5;5;0;1;0;1;0.978021978022;508;38;182;6;0;9;15;6;527;44;1
nsk-mironov;ReactiveX/RxAndroid;525.923076923;13.6922222222;1;2;11;0.000836120401338;1.18181818182;738;1;264;207;0;1;0.9921875;1002;416;256;10;0;11;28;4;1208;189;2
artem-zinnatullin;ReactiveX/RxAndroid;513.444444444;NA;0;4;42;0.0;1.5;14;15;26;33;0;1;0.995327102804;41;98;642;0;0;9;9;4;88;3;5
